
6,Fundamentals of digital image processing,A K jain,10th print,1,PHI,2003,RND,*,,ECED/DL/BOOK/DSP/JAIN,DSP-6,
7,Signal processing communications and networking,A Kumar & V U Reddy,*,1,TMH,1997,**,,*,ECED/DL/BOOK/DSP/KUM,DSP-7,
8,Digital signal processing,Proakis,4,1,Pearson,2007,,*,,ECED/DL/BOOk/DSP/PRO,DSP-8,DIPALI
9,Digital Signal Processing,DR. D.Ganesh Rao,,1,Sanguine Publishers,2005,KKI,,*,ECED/DL/BOOK/DSP/RAO,DSP-9,
10,Signal processing communications and networking,V U reddy & A paulraj,*,1,TMH,1990,**,,*,ECED/DL/BOOK/DSP/RED,DSP-10,
11,Digital Signal Processing,Salivahanan,3,1,MGH,2015,,*,,ECED/DL/BOOk/DSP/SALI,DSP-11,DIPALI
12,Signals and Systems,Uday Kumar S.,3,1,Elite Publishers,2004,KKI,,*,ECED/DL/BOOK/DSP/UDAY,DSP-12,
13,A wavelet tour of signal processing,stephane mallat,2,1,ELSEVIER PUBLICATION,1998,*,,*,ECED/DL/BOOK/DSP/MAL,DSP-13,
14,THEORY AND DESIGN OF ADAPTIVE FILTER,"J R TREICHLER, C R JHONSON JR., M G LERIMORE",1,1,PHI,2001,RND,,*,ECED/DL/BOOK/DSP/TRE,DSP-14,

1,Microwave & Radar Engineering,R Dhiman,1,1,S K Kataria & sons,2004,,,*,ECED/DL /BOOK/EMFT/DHI,EMFT-1,,
2,Antenna and Wave Propagation,A K Gautam,5,1,S K kataria & sons,2010,,,,ECED/DL /BOOK/EMFT/GAU,EMFT-2,,
3,Microwave Engineering,Sanjeeva Gupta,Reprint 1986,1,Khanna publication,1986,JNP,,*,ECED/DL /BOOK/EMFT/GUPTA,EMFT-3,,
4,Elements of Electromagnetics fields,S P Seth,1,1,Dhanpat Rai,1999,JNP,,*,ECED/DL /BOOK/EMFT/SETH-1,EMFT-4,,
5,Antenna Theory Analysis and design,C A Balanis,2,1,John Willey,2001,BRT,,*,ECED/DL/BOOK/EMFT/BAL,EMFT-5,,
6,Microwave Engineering,D R Cheruku,Reprint 2009,2,Scitech publication,2009,1/2:BRT,,*,"ECED/DL/BOOK/EMFT/CHE-1,2/2",EMFT-6A,EMFT-6B," 1 with PNP, 1 with Surbhi PhD student"
7,Fundamentals of Electromagnetic Theory,S K DaSh & S R Khuntia,2 Priniting 2011,1,PHI,2011,BRT,,*,ECED/DL/BOOK/EMFT/DAH,EMFT-7,,
8,Microwave Engineering,Das Annpurana & Das Sisir K,"**,19th reprint 2007",2,TMH,"**,2000",BRT,*,,ECED/DL/BOOK/EMFT/DAS&DAS,EMFT-8,PNP,
9,"Electromagnetic field theory, Antenna & wave propagation",P C Dhar,1,1,Dhanpat Rai,2001,BRT,,*,ECED/DL/BOOK/EMFT/DHAR,EMFT-9,,
10,Schaum's Ouline Series Electromagnetics,J A Edminister,2,1,Mc. Graw Hill,1993,BRT,,*,ECED/DL/BOOK/EMFT/EDM,EMFT-10,Bhumika,
11,Electromagnetics Field Theory,S P GHOSH & L Datta,,1,TMH,2012,JNS,,*,ECED/DL/BOOK/EMFT/GHO,EMFT-11,,
12,Microwave transistor amplifier: analysis and design,G. Gonzale,,1,PHI,1984,,,*,ECED/DL/BOOK/EMFT/GON,EMFT-12,,
13,Microwaves,K C Gupta,,1,Wiely-Eastern,1985,BRT,,*,ECED/DL/BOOK/EMFT/GUP,EMFT-13,,
14,Microwave Integrated circuits,K C Gupta & Amarjit Singh,,1,John Willey & sons,1974,**,*,,ECED/DL/BOOK/EMFT/Gup,EMFT-14,,
15,Time harmonics electric field,F E terman & W W Herman & J G truxal,,1,Mc. Graw Hill,1961,,,*,ECED/DL/BOOK/EMFT/HAR,EMFT-15,,
16,Engineering Electromagnetics,W. H. Hayt Jr.,4,1,Mc. Graw Hill,1981,Satish,,*,ECED/DL/BOOK/EMFT/HAYT-1,EMFT-16A,,
17,Engineering Electromagnetics,W H Hayt and J A Buck,1 Reprint 2006,1,Mc. Graw Hill,2006,KKI,,*,ECED/DL/BOOK/EMFT/HAYT-2,EMFT-16 B,,
18,Antennas and wave propagation,J D Kraus & R J Marhefka & A S Kahn,4,1,TMH,2002,BRT,,*,ECED/DL/BOOK/EMFT/JDK,EMFT-17,,
19,Antennas For ALL applications,J D Kraus & R J Marhefka & A S Kahn,3,1,TMH,,BRT,,*,ECED/DL/BOOK/EMFT/JOHN,EMFT-18,,
20,Electromagnetic waves & Radiating systems,Edward C.Jordan & Keith G. Balman,10 Reprint,1,PHI,1968,BRT,*,,ECED/DL/BOOK/EMFT/JOR,EMFT-19,,
21,,,,,,,,,,,EMFT-20,Dummy No,
22,Microwave techniques Transmission Lines,A kumar,,1,New Age,1998,BRT,*,,ECED/DL/BOOK/EMFT/KUMAR,EMFT-21,,
23,Microwafe Devices and Cicuits,Y.L. Samuel,3,1,PHI,1997,**,,*,ECED/DL/BOOK/EMFT/LIA,EMFT-22,Ankit Prajapati,
24,Transmission Lines and Wave Propagation,"C.M. Philip, C.A. Gerald & K.T. Vijai",3,1,CRC Press,1992,**,,*,ECED/DL/BOOK/EMFT/MAG,EMFT-23,,
25,Principles of electromagnetics,S C Mahapatra & A Mahapatra,2 Reprint 2012,1,TMH,2011,JNS,,*,ECED/DL/BOOK/EMFT/MAH,EMFT-24,,
26,Microwave Engineering,M Mitra,3,1,Dhanpat Rai,2006,BRT,,*,ECED/DL/BOOK/EMFT/MIT,EMFT-25,,
27,Elements OF Engineering Electromagnetics,N N Rao,6,1,Pearson,2006,BRT,,*,ECED/DL/BOOK/EMFT/NNR,EMFT-26,,
28,Antennas and wave propagation,G S N Raju,1 Print 2005,1,Pearson,2005,BRT,,*,ECED/DL/BOOK/EMFT/RAJU,EMFT-27,,
29,Elements OF Engineering Electromagnetics,N.R. Nannapaneni,3,1,PHI,1991,BRT,,*,ECED/DL/BOOK/EMFT/RAO,EMFT-28,,
30,Microwave Engineering,R S Rao,*,1,PHI,2012,BRT,,*,ECED/DL/BOOK/EMFT/RAO,EMFT-29,,
31,Microwave Principles,H J Reich,,1,East-West Press,1957,BRT,,*,ECED/DL/BOOK/EMFT/REI,EMFT-30,,
32,Microwave Engineering  Passive circuits,P A Rizzi,3 Impression 2008,1,Pearson,1998,BRT,,*,ECED/DL/BOOK/EMFT/RIZ,EMFT-31,,
33,Antenna and wave propagation,A R Harish & M Sachidananda,1,1,Oxford Unversity,2007,BRT,,*,ECED/DL/BOOK/EMFT/SAC,EMFT-32,,
34,Electromagnetic fields,K B M Sahu,2,1,Scitech publication,2006,BRT,,*,ECED/DL/BOOK/EMFT/SAHU,EMFT-33,,
35,Mircrowave Circuits,"D M Sazonov, A N Gridin & B A Mishustin",1 Published 1982,1,Mir Publisher,1982,BRT,,*,ECED/DL/BOOK/EMFT/SAZ,EMFT-34,,
36,Schaum's solved problems series: 2000 solved problems in electromagnetics,Sayed A Nasar,International Ed 1992,1,Mc Graw Hill,1992,Central-Libraray Discarded,,*,ECED/DL/BOOK/EMFT/SCH,EMFT-35,,
37,Elements of Electromagnetics fields,S P Seth,4,1,Dhanpat Rai,2012,BRT,,*,ECED/DL/BOOK/EMFT/SETH-2,EMFT-36,,
38,Mircrowave and Radar Engineering,M L Sisodia & V L Gupta & J P Agrawal,1 Ed Reprint 2011,1,New Age,2010,BRT,,*,ECED/DL/BOOK/EMFT/SGA,EMFT-37,,
39,Microwave Engineering,A Singh & N Jain,1,1,Dhanpat Rai,2003,BRT,,*,ECED/DL/BOOK/EMFT/SIN,EMFT-38,,
40,Antennas and wave propagation,P V Subbaiah & R S Rao,2010,1,Scitech publication,2010,BRT,,*,ECED/DL/BOOK/EMFT/SUB,EMFT-39,,
41,,,,,,,,,,,EMFT-40,dummy no,
42,Networks and Transmission Lines,T A Kumar,1 Print 2004,1,Pearson,2004,BRT,,*,ECED/DL/BOOK/EMFT/TAK,EMFT-41,,
43,Antenna and wave propagation,R L Yadava,,1,PHI,2011,RND,,*,ECED/DL/BOOK/EMFT/YAD,EMFT-42,,
44,,,,,,,,,,,,,

1,Principles of Electrical Engineering And Electronics,V. K. Mehta Rohit Mehta,3,1,S Chand,1996,,*,,ECED/DL /BOOK/EDC/ VKM,EDC-1,Mitali,
2,Electronic devices And Circuits,David A. Bell,5,1,Oxford Unversity,2008,PNP,,*,ECED/DL /BOOK/EDC/BELL,EDC-2,,
3,Semiconductor Optoelectronic Devices,P Bhattacharya,2,1,PHI,1997,PNP,,*,ECED/DL /BOOK/EDC/BHA,EDC-3,,
4,Optoelectronic Engineering,S.N.Biswas,,1,Dhanpat Rai,1994,JNP,,*,ECED/DL /BOOK/EDC/BIS,EDC-4,,
5,Principles Of Electrical Engineering,"B,R. Gupta",Reprint 1993,1,S.C &COMPANY,1985,JNP,,*,ECED/DL /BOOK/EDC/BRG,EDC-5,,
6,,,,,,,,,,,EDC-6,Dummy No,
7,Eletrical Technology,Late Shri D. L. Deshpande,2,1,Nirja Construction & Development,1995,JNP,,*,ECED/DL /BOOK/EDC/DES,EDC-7,,
8,Electronic Devices Conventional Current Version,Thomas L. Floyd,7,1,Pearson,2005,PNP,,*,ECED/DL /BOOK/EDC/FLO,EDC-8,,
9,Electronic Devices and Circuits-II,"A.P. Godse, U.A.Bakshi",4,1,TEchnical Publication,2005,,,*,ECED/DL /BOOK/EDC/GOD,EDC-9,,
10,"Pulse, Digital and Switching Waveforms",Jacob millman n Taub,,1,Mc Graw Hill,,JNP,*,,ECED/DL /BOOK/EDC/JAC,EDC-10,,
11,EDC,J.B.Gupta,1,1,S K kataria & sons,2005-06,PNP,,*,ECED/DL /BOOK/EDC/J-GUPTA,EDC-11,,
12,Mill man's Electronics Devices And Circuits,J Millman &C Halkias  C D. Parikh,3,2,Mc Graw Hill,1/2: 2011,PNP,*,,ECED/DL /BOOK/EDC/M&H-1,EDC-12,,
13,,,,,,,,,,,EDC-13,Dummy No,
14,Electronics Devices And Circuits,"R.L. Meade, R. Diffenderfer",2 Reprint 2010,1,Cengage Learning,2007,PNP,,*,ECED/DL /BOOK/EDC/MEADE,EDC-14,,
15,,,,,,,,,,,EDC-15,Dummy No,
16,Mill man's Integrated Electronics,J Millman &C Halkias  C D. Parikh,2,2,Mc Graw Hill,2011,1/2: PNP,*,,"ECED/DL /BOOK/EDC/MILL-1,2/2",EDC-16A,EDC-16B,
17,Comprehensive Electronics Engineering Fundamentals,Monish Gupta,2,1,Laxmi Publication,2005,PNP,,*,ECED/DL /BOOK/EDC/MON,EDC-17,,
18,Electronic Devices And Circuits An Introduction,Mottershead,10,1,,1987,JNP,*,,ECED/DL /BOOK/EDC/MOT,EDC-18,,
19,electronic Fundamentals And Applications,P.C. Rakshit,10,1,New Age,2010,PNP,,*,ECED/DL /BOOK/EDC/RAK,EDC-19,,
20,Environmental Studies,B. R. Shah Snehal Popli,7,1,IVP Mahajan,2014-2015,UDD,,*,ECED/DL /BOOK/EDC/SHAH,EDC-20,,
21,,,,,,,,,,,EDC-21,Dummy No,
22,,,,,,,,,,,EDC-22,Dummy No,
23,"Pulse,Digital Circuits And Computer Fundamentals",R. Venkataraman,,1,Dhanpat Rai,1984,JNP,,*,ECED/DL /BOOK/EDC/VEN,EDC-23,,
24,Linear Integrated circuits,S P Bali,2,1,TMH,2008,ASM,,*,ECED/DL/BOOK/EDC/Bali,EDC-24,,
25,Electronics Devices and Circuit Theory,Robert Boylestead,"5, 11",2,PHI,"1994, 2015",1/2: JNS,,*,"ECED/DL/BOOK/EDC/BOLY-1,2/2",EDC-25A,EDC-25B,A - Akshaybhai
26,,,,,,,,,,,EDC-26,Dummy No,
27,Electronics Devices and circuits Principles and applications,N.P. Deshpande,4 Reprint 2010,1,Mc Graw Hill,2007,ASM,,*,ECED/DL/BOOK/EDC/DESH,EDC-27,Dipa,
28,Basic Electronics engineering & devices,Dr. R.K. Singh & Ashish Dixit,1,1,University Science press,2009,ASM,,*,ECED/DL/BOOK/EDC/Dixit,EDC-28,,
29,Electronic Circuits,Atul p.Godse Uday A.Bakshi,4,1,Technical Publication Pune,2003,,,*,ECED/DL/BOOK/EDC/GB,EDC-29,,
30,Intoduction to Integrated circuits,V H Grinich & H F Jackon,4,1,Mc. Graw Hill,4th print 1981,Jadish bhatt,,*,ECED/DL/BOOK/EDC/GRI,EDC-30,,
31,Electronics and Radio Engineering,M L Gupta,9,1,Dhanpat Rai,1994,BRT,,*,ECED/DL/BOOK/EDC/GUP,EDC-31,,
32,,,,,,,,,,,EDC-32,Dummy No,
33,The Art of Electronics,H. Paul & H. Winfield,2,1,Cambridge,1989,JNS,,*,ECED/DL/BOOK/EDC/HOR,EDC-33,,
34,Electronics theory and applications,S L Kakani & K C Bhandari,3,1,New Age,2004,PNP,,*,ECED/DL/BOOK/EDC/KAK,EDC-34,,
35,Designing power amplifiers,S. Kamichik,1,1,BPB publication,1st 2001,**,,*,ECED/DL/BOOK/EDC/KAM,EDC-35,,
36,electonics devices and Circuits,K. L. Kishore,Reprint 2004,1,BS publication,2002,HOD 2011,,*,ECED/DL/BOOK/EDC/KIS,EDC-36,,
37,Electronic Principles,Albert Malvino & David J Bates,7,2,Tata Mc Graw hill,2007,Procured + PNP(1),*,,"ECED/DL/BOOk/EDC/MALV-1,2/2",EDC-37A,EDC-37B,
38,Integrated Electronics,Millman- Halkias,29,1,Mc. Graw Hill,1971,D Naik,*,,ECED/DL/BOOK/EDC/MIL-2/2,EDC-38,,
39,Zener diodes and their Applications,T R mishra,1,1,BPB publication,1998,**,,*,ECED/DL/BOOK/EDC/MIS,EDC-39,,
40,Electronics Engineering (basic electronics),Navneet Gupta,4,1,Dhanpat Rai,2011,ASM,,*,ECED/DL/BOOK/EDC/NAVN,EDC-40,,
41,Principles Of Electrinics,Dr.Renu vig,3,1,S K kataria & sons,2000,JNS,,*,ECED/DL/BOOK/EDC/Rig,EDC-41,,
42,Electronic Circuits Discrete and integrated,"D L schilling, C belove",2,1,Mc. Graw Hill,1979,A Desai,*,,ECED/DL/BOOK/EDC/SCH,EDC-42,,
43,Electronics Devices and circuits,B.P singh & Rekha Singh,2,1,Pearson,2013,**,,*,ECED/DL/BOOK/EDC/SIN,EDC-43,,
44,Solid State Electronics devices,Ben G Streetman,4,1,PHI,1995,PNP,,*,ECED/DL/BOOK/EDC/STR,EDC-44,,

1,Principles Of Digital Communication,P. Chakrabarti,1,1,Dhanpat Rai,1999,JNP,,*,ECED/DL /BOOK/DLD/CHA,DLD-1,Akshaybhai
2,Modern digital Design,Richard s. Sandige,,1,Mc Graw Hill,1990,JNS,*,,ECED/DL /BOOK/DLD/SAN,DLD-2,
3,Digital Systems Engineering,Willuam j.Dally John W. Poulton,Reprint 2005,1,Cambridge,1998,JNS,,*,ECED/DL /BOOK/DLD/WILL,DLD-3,
4,Digital Logic Application And Design,J. M . YARBROUGH,3 Reprint 2002,1,Thomson Books/Cole,1997,,,*,ECED/DL /BOOK/DLD/YAR,DLD-4,
5,Digital Electronics,B.P.Singn,1,1,DHanpat Rai,1999,JNS,,*,ECED/DL/BOOK/DLD/BPS,DLD-5,
6,Digital Electronics,B.R. Gupta & V. Singhal,4,1,S.K. Kataria,2015,,,*,ECED/DL/BOOK/DLD/BRG,DLD-6,
7,Digital Electronics and Microcomputers,R.K.Gaur,3,1,DHanpat Rai,2003,JNS,,*,ECED/DL/BOOK/DLD/Gaur,DLD-7,
8,Digital Principles and Design,Donald D. Givone,8,1,Tata Mc Graw hill,2003,KKI,,*,ECED/DL/BOOK/DLD/GIV,DLD-8,
9,Digital Logic Design,A P Godse & D A Godse,1,1,Technical Publication,2009,**,,*,ECED/DL/BOOK/DLD/GOD,DLD-9,vishakha mam
10,Digital Electronics,D. C. Green,5,1,Pearson,1999,**,,*,ECED/DL/BOOK/DLD/GRE,DLD-10,
11,Digital Electronics,B.R. Gupta & V. Singhal,1,1,S K kataria & sons,2000,ASM,,*,ECED/DL/BOOK/DLD/GUPTA,DLD-11,
12,Digital Electronics,B.R.Gupta,2,1,S K kataria & sons,,JNS,,*,ECED/DL/BOOK/DLD/Gupta,DLD-12,
13,SwitchingTheory and digital electronics,V.K. Jain,1 Ed & 2 Ed,2,Khanna publication,1977,**,,*,"ECED/DL/BOOK/DLD/JAIN-1/2,OLDJAIN-2/2",DLD-13A,DLD-13B
14,Modern Digital Electronics,R P Jain,4,1,Mc Graw Hill,2010,ASM,*,,ECED/DL/BOOK/DLD/Jan,DLD-14,
15,Swithing and finite automata theory,Z Kohavi,Reprint 1976,1,TMH,1970,**,,*,ECED/DL/BOOK/DLD/KOH,DLD-15,
16,Digital Computer Electronics,Malvino Brown,3,1,TMH,,Neera Desai,,*,ECED/DL/BOOK/DLD/MAL,DLD-16,
17,,,,,,,,,,,DLD-17,dummy no
18,,,,,,,,,,,DLD-18,dummy no
19,Digital logic and computer design,M. Morris mano,26,1,Prentice Hall of india,2001,ASM,*,,ECED/DL/BOOK/DLD/Moris,DLD-19,dhara ta
20,Digital Principles foundation of circuit design and application,A.K. Singh and Manish Tiwari,,1,New Age pub,2006,ASM,,*,ECED/DL/BOOK/DLD/Sing,DLD-20,
21,Switching Theory and Logic Design,M V Subramanyam,1,1,Laxmi Publication,,**,,*,ECED/DL/BOOK/DLD/SUB,DLD-21,
22,Digital integrated electronics,H taub & D. Schilling,**,2,Mc. Graw Hill,1997,"UDD, JNP",,*,"ECED/DL/BOOK/DLD/TAUB-1,2/2",DLD-22A,DLD-22B

1,Digital Communication,A Bhattacharya,1,1,Mc Graw Hill,2006,JNP,,*,ECED/DL /BOOK/COMM/BHA,COMM-1,akshaybhai,,,1,,,
2,Fundamentals of Fibre Optics in Telecommunication and Sensor Systems,"Bishnu P, Pal",1,1,New Age,2005,PNP,,*,ECED/DL /BOOK/COMM/BISHNU,COMM-2,,,,1,,,
3,Principles Of Digital Communication,J. Das SK. Mullick &P k Chatterjee,4 Reprint 1999,1,New Age,1986,JNP,*,,ECED/DL /BOOK/COMM/DAS,COMM-3,,,,,,,
4,,,,,,,,,,,COMM-4,Dummy No,,,,,,
5,Practical Fiber Optics,David &Edwin,1,1,Elsevier,2006,PNP,,*,ECED/DL /BOOK/COMM/DAV,COMM-5,,,,1,,,
6,Fiber Optic Essentials,Casimer M. DeCusatis &Carolyn j. Sher DeCusatis,1,1,Elsevier,2007,PNP,,*,ECED/DL /BOOK/COMM/DeC,COMM-6,,,,1,,,
7,Television Engineering,Arvind M Dhake,15 Reprint 1988,1,Tata Mc Graw hill,1979,JNP,*,,ECED/DL /BOOK/COMM/DHA,COMM-7,,,,,,,
8,DATA Communications and Networking,B A Forouzan,2,1,TMH,2000,UDD,,,ECED/DL /BOOK/COMM/FOR,COMM-8,,,,,,,
9,DATA Communications and Networks,Achyut S Godbole,2 repreint 2004,1,Mc Graw Hill,2002,JNS,,*,ECED/DL /BOOK/COMM/GOD,COMM-9,,,,1,,,
10,Colour Television Principles And Practice,R R Gulati,2 repreint 1992,1,New Age,1988,JNP,*,,ECED/DL /BOOK/COMM/GUL,COMM-10,,,,,,,
11,Monochrome and Colour Television,R R Gulati,13 reprint 1997,1,New Age,1983,PNP,*,,ECED/DL /BOOK/COMM/GULATI,COMM-11,,,,,,,
12,Understanding Digital Transmission And Recording,Irwin Lebow,,1,PHI,1998,JNP,,*,ECED/DL /BOOK/COMM/IRW,COMM-12,,,,1,,,
13,Optical fibre communications,Gerd Keiser,4,1,Mc Graw Hill,2008,JNP,*,,ECED/DL /BOOK/COMM/KEI,COMM-13,,,,,,,
14,Fiber Optics And Optoelectronics,"R,P. Khare",1,1,Oxford Unversity,2006,PNP,,*,ECED/DL /BOOK/COMM/KHA,COMM-14,Akshaybhai,,,1,,,
15,Fiber Optics Communications,H Kolimbiris,1,1,Pearson,2004,PNP,,*,ECED/DL /BOOK/COMM/KOL,COMM-15,,,,1,,,
16,Fiber Optic Communications Technology,Djafar K Mynbaev & Lowell L.Scheiner,3 Impression 2007,1,Pearson,2001,**,,*,ECED/DL /BOOK/COMM/MYN,COMM-16,,,,1,,,
17,Fiber Optic Communications,Joseph C. Palais,5,1,Pearson,2005,PNP,,*,ECED/DL /BOOK/COMM/PAL,COMM-17,,,,1,,,
18,Cryptography and Network Security principales and practices,William Stallings,3,1,Pearson,2006,,,*,ECED/DL /BOOK/COMM/STA,COMM-18,,,,1,,,
19,Understanding Digital Transmission And Recording,H. Taub & D. Schilling,,1,Mc Graw Hill,1997,JNP,*,,ECED/DL /BOOK/COMM/T&S,COMM-19,,,,,,,
20,DATA Communications,William L. Schweber,International Ed 1988,1,Mc Graw Hill,1988,JNS,,*,ECED/DL /BOOK/COMM/WILL,COMM-20,,,,1,,,
21,Digital Communication,Abhishek Yadav,1,1,University press,2008,PNP,,*,ECED/DL /BOOK/COMM/YAD,COMM-21,akshaybhai,,,1,,,
22,Optical networks,U . Black,2,1,Pearson,3rd 2005,**,,*,ECED/DL/BOOK/COMM/BLA,COMM-22,,,,1,,,
23,Satellite Communication,M R Chartrand,1,1,Cengage Learning,2009,BRT,,*,ECED/DL/BOOK/COMM/CHA,COMM-23,,,,1,,,
24,Wireless Communication,U Dalal,1,8,Oxford Unversity,2009,UDD,*,,"ECED/DL/BOOK/COMM/DAL-1,2,3,4,5,6,7,8/8",COMM-24A,COMM-24B,COMM-24B,COMM-24C,COMM-24D,COMM-24E,COMM-24F,COMM-24G
25,An Introduction to the principles of digital communications,N.B. Chakrabarti & A.K. Datta,1,1,New Age International,2007,ASM,,*,ECED/DL/BOOK/COMM/Datta,COMM-25,,,,1,,,
26,"Telecommunications Switching, Traffic and Networks",J.E. Flood,"13 reprint 2004(1,2), 1 Impression 2006(3)",3,Pearson,1999,"**,KKI(2,3)",,*,"ECED/DL/BOOK/COMM/FLOOD-1/3,2/3,3/3",COMM-26A,COMM-26B,COMM-26C,,1,,,
27,Optical Communications Components and Systems,J H Franz & V K Jain,**,1,Narosa Publishing,2000,**,,*,ECED/DL/BOOK/COMM/FRA,COMM-27,,,,1,,,
28,,,,,,,,,,,COMM-28,Dummy No,,,,,,
29,Principles and applications of GSM,Vijay Garg & Joseph Wilkes,2 Impression 2007,1,Pearson,1999,KKI,,*,ECED/DL/BOOK/COMM/GARG,COMM-29,,,,1,,,
30,wireless networks first- step,J Geier,,1,Pearson,first print 2005,**,,*,ECED/DL/BOOK/COMM/GEI,COMM-30,,,,1,,,
31,Information Theory Coding,K.Giridhar,,1,Pooja,2006,,,*,ECED/DL/BOOK/COMM/GIRI,COMM-31,,,,1,,,
32,Optical Communication systems,Satinder Bal gupta & Ashish Goel,1,1,University Science press,2008,ASM,,*,ECED/DL/BOOK/COMM/GOEL,COMM-32,,,,1,,,
33,Eletronics Communications,Sanjeeva Gupta,,1,Khanna publication,1988,**,,*,ECED/DL/BOOK/COMM/GUP,COMM-33,Ankit Prajapati,,,1,,,
34,Conforming the latest pattern GATE,M.Handa,14,1,Satya Prakashan,1996,,,*,ECED/DL/BOOK/COMM/HAN,COMM-34,,,,1,,,
35,Electronic Communication Systems,Kennedy & Davis,4,1,TMH,1993,,,*,ECED/DL/BOOK/COMM/KEN-DAV,COMM-35,,,,1,,,
36,Electronic communication systems,Kennedy,3,1,Mc. Graw Hill,1984,BRT,,*,ECED/DL/BOOK/COMM/KEN-DAV-1/2,COMM-36,,,,1,,,
37,,,,,,,,,,,COMM-37,Dummy No,,,,,,
38,Digital Communications systems,H Kolimbiris,,1,Pearson,4th print 2005,**,,*,ECED/DL/BOOK/COMM/KOL,COMM-38,,,,1,,,
39,Principles of wireless networks A unified approach,Kaveh Pahlavan & Prashant Krishnamurthy,6 Reprint 2006,1,Pearson,2002,KKI,,*,ECED/DL/BOOK/COMM/KPPK,COMM-39,,,,1,,,
40,An Engineering Approach to Computer Networking,S. Keshav,"7th reprint,2004",1,pearson,1997,ADD,,*,ECED/DL/BOOK/COMM/KSHV,COMM-40,,,,1,,,
41,Principles of Optical Communications and opto electronics,I R Kumar & N B Saraswathi,**,1,Laxmi Publication,**,**,,*,ECED/DL/BOOK/COMM/KUM,COMM-41,,,,1,,,
42,Mobile Cellular Telecommunications Analog and digital systems,W C Y lee,2,1,Mc. Graw Hill,1995,BRT,*,,ECED/DL/BOOK/COMM/LEE,COMM-42,,,,,,,
43,Priniples and applications of Optical Communications,M M Liu,TMH Ed 2010,1,TMH,1996,**,,*,ECED/DL/BOOK/COMM/LIU,COMM-43,,,,1,,,
44,Electronics and Communication Simplified,A K Maini,7,1,Khanna publication,1996,,,*,ECED/DL/BOOK/COMM/MAI,COMM-44,,,,1,,,
45,Wideband Wireless Digital Communications,A. F. Molisch,3rd reprint 2003,1,Pearson,2001,BRT,,*,ECED/DL/BOOK/COMM/MOL,COMM-45,,,,1,,,
46,WDM Optical Networks,C.S.R. Murthy & M. Gurusmay,2nd 2004,1,Pearson,2003,**,,*,ECED/DL/BOOK/COMM/MUR,COMM-46,,,,1,,,
47,Elements of elctronics navigation,N S Nagaraja,1,2,TMH,1979,BRT,*,,ECED/DL/BOOK/COMM/NAG-1/2,COMM-47A,COMM-47B,,,,,,
48,Photodetectors and fiber Optics,Hari S Nalwa,**,1,Elsevier,FIRST PRINT 2006,**,,*,ECED/DL/BOOK/COMM/NAL,COMM-48,,,,1,,,
49,A textbook on Optical Communications,Navneet Gupta,1,1,Dhanpat Rai,2005,,,*,ECED/DL/BOOK/COMM/NAVGUP,COMM-49,,,,1,,,
50,Lightwave Communication Systems: A practical perspective,Rajappa Papannareddy,,1,Penram International,2004,BRT,,*,ECED/DL/BOOK/COMM/PAP,COMM-50,,,,1,,,
51,Electronics and communications for scientist and engineers,Martin Plonus,1 Reprint 2001,1,Academic Press,2001,**,,*,ECED/DL/BOOK/COMM/PLO,COMM-51,,,,1,,,
52,Electronics & communication Engineering,R. K. Rajput,Reprint 1997-98,1,Tata publishers,1998,**,,*,ECED/DL/BOOK/COMM/RAJ,COMM-52,,,,1,,,
53,Fundamentals of Satellite Communications,K N R Rao,3,1,PHI,2006,BRT,,*,ECED/DL/BOOK/COMM/RAO,COMM-53,,,,1,,,
54,Wireless Communications PRNCIPLES ANDPRACTICE,Theodore S. Rappaport,,1,PHI,2005,KKI,*,,ECED/DL/BOOK/COMM/RAPP,COMM-54,Jignasha Valvi,,,,,,
55,Mobile Satellite communication- principles and trends,M. Richharia,,1,Pearson,third print 2004,,,*,ECED/DL/BOOK/COMM/RIC,COMM-55,,,,1,,,
56,Satellite Communication,D Roddy,4,1,Mc. Graw Hill,2011,BRT,*,,ECED/DL/BOOK/COMM/ROD,COMM-56,,,,,,,
57,Electronic Communications,D Roddy & J Coolen,4,1,PHI,1995,BRT,,*,ECED/DL/BOOK/COMM/ROD-COO,COMM-57,,,,1,,,
58,telecommunication technologies,J Ross,,1,Vikas publication,2003,**,,*,ECED/DL/BOOK/COMM/ROS,COMM-58,,,,1,,,
59,LTE and the Evolution to 4G Wireless,M Rumney,,1,Agilent,2009,JNS,,*,ECED/DL/BOOK/COMM/RUM,COMM-59,,,,1,,,
60,Information Theory Coding and Cryptography,A Saha & N Manna & S Mandal,First Impression 2013,1,Pearson,2013,JNS,,*,ECED/DL/BOOK/COMM/SAHA,COMM-60,COMM-68,,,1,,,
61,Analog communication systems,Sanjay Sharma,1,1,S.K. Kataria,2002,UDD,,*,ECED/DL/BOOK/COMM/SANSHA,COMM-61,,,,1,,,
62,Mobile Communications,J Schiller,"4,**,4",3,Pearson,2001,"BRT,JNS,ADD",*,,"ECED/DL/BOOK/COMM/SCH-1/2,2/2,3",COMM-62A,COMM-62B,COMM-62A,,,,,
63,Optical fibre communication: Principles and practice,John Senior,2,2,Pearson,2008,"KKI,BRT",*,,ECED/DL/BOOK/COMM/SEN,COMM-63A,COMM-63B,,,,,,
